id,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,age,gender,edu,income,marital_status,religion, employment,employment_condition
170,2,2,2,3,2,2,3,3,3,4,2,3,2,3,1,2,2,3,1,1,1,4,2,2,2,3,2,3,3,2,3,2,1,1,1,2
171,3,4,3,4,3,4,2,2,3,2,2,2,2,3,2,3,2,3,4,2,4,4,2,2,3,3,3,3,1,2,3,2,1,2,1,4
172,3,3,3,3,2,3,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,1,2,4,5,1,1,1,2
173,1,1,1,1,1,1,4,3,4,4,4,3,5,5,4,4,4,3,4,2,4,2,2,4,4,4,4,4,4,2,4,5,2,1,1,3
174,4,,4,2,2,3,3,4,2,3,2,2,3,3,2,1,1,2,1,1,1,1,1,1,2,2,1,3,4,2,,2,2,1,1,3
175,2,2,2,1,1,4,4,4,4,4,3,4,3,4,4,4,4,4,1,1,4,3,1,4,4,4,4,4,4,2,3,2,2,5,1,
176,1,2,2,3,2,3,4,4,3,3,3,3,1,1,3,3,3,3,2,2,1,2,2,3,3,2,3,2,3,2,3,2,3,1,1,2
177,3,2,2,2,4,2,4,1,3,3,2,2,1,1,3,3,2,2,3,4,3,2,2,2,3,2,2,4,3,2,2,2,4,2,1,2
178,2,2,3,2,2,2,4,4,3,4,3,3,2,3,2,2,3,3,4,3,3,3,2,3,2,3,3,3,3,2,3,3,1,1,1,3
179,4,2,4,3,3,2,3,4,4,3,3,3,3,4,3,3,3,4,4,2,4,3,2,3,4,2,2,,2,2,3,2,4,1,1,3
180,1,2,1,1,4,2,4,4,4,4,4,4,1,5,4,5,4,4,4,4,4,4,1,4,4,4,3,4,3,2,2,3,4,3,1,3
181,1,2,2,2,2,2,4,3,4,5,4,2,2,3,2,4,1,1,4,2,2,4,1,2,3,3,2,3,1,2,4,3,4,4,1,2
182,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,1,2,1,2
183,2,3,2,2,3,2,3,3,3,3,2,2,2,2,3,3,2,3,3,3,2,3,2,3,2,2,2,2,2,2,3,2,1,2,1,3
184,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,2,3,3,3,2,3,2,2,3,2,1,1,1,3
185,3,3,3,3,2,2,3,3,3,3,2,3,3,2,3,2,3,3,2,2,2,3,3,3,3,2,2,3,1,2,4,2,1,3,1,3
186,3,3,3,3,3,2,3,2,3,2,2,2,2,3,3,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,1,3,1,3
187,3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,4,1,1,3
188,4,3,4,3,3,3,3,2,3,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,2,2,2,1,2,3,2,1,1,1,3
189,2,2,2,2,3,2,3,3,3,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,3,2,2,2,1,3
190,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,4,3,4,4,4,4,3,3,3,3,2,2,4,3,1,3,1,3
191,2,2,2,2,2,2,3,3,3,2,2,3,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,2,4,3,1,2,1,3
192,2,3,2,3,5,2,4,4,4,3,3,4,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,2,2,3,3,1,1,1,3
193,2,4,4,4,2,3,4,3,3,4,2,3,3,3,3,4,2,3,3,4,4,3,2,3,3,3,3,4,2,2,4,4,1,3,1,2
194,4,5,4,4,3,3,4,3,3,4,3,2,3,2,2,2,2,4,3,4,4,4,2,4,4,4,3,2,2,1,4,3,5,4,1,4
195,3,2,4,2,4,3,3,3,3,2,2,2,1,2,3,2,2,2,2,2,2,1,2,2,1,2,2,3,1,1,4,3,5,4,1,2
196,2,2,2,1,3,1,4,3,4,5,4,2,2,2,4,3,3,2,4,2,2,2,4,4,3,3,4,4,3,2,3,2,2,1,1,3
197,3,2,2,2,2,2,3,3,4,4,3,3,2,4,2,2,2,2,4,4,4,4,4,3,3,3,2,3,2,2,4,2,1,1,1,3
198,3,3,3,3,2,2,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,4,2,3,1,2,2,1,3
199,3,3,4,3,2,3,4,3,4,3,3,4,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,4,2,3,1,2,2,1,3
200,2,2,1,1,2,2,5,5,4,2,4,4,1,2,2,1,1,4,3,3,4,4,4,2,3,3,1,2,2,2,3,4,2,2,1,2
201,3,3,3,4,4,4,4,4,3,4,4,2,2,2,2,2,2,2,2,2,2,3,2,4,3,4,3,4,1,2,5,3,1,4,1,2
202,3,3,3,3,2,2,4,3,4,4,3,3,3,2,4,4,4,3,2,2,4,3,2,4,4,4,4,4,3,2,3,1,1,1,1,2
203,3,2,2,2,2,2,4,4,4,2,4,4,3,3,2,2,3,2,4,2,4,4,3,2,2,2,2,2,2,2,3,3,3,1,1,4
204,2,3,3,2,3,3,3,4,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,4,2,3,2,2,1,1,2
205,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,3,2,4,1,1,2
206,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,1,1,1
207,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,1,2
208,2,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,2,2,2,2,2,2,1,2,3,2,4,2,1,2
209,2,2,3,3,2,2,4,4,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,,3,2,3,1,1,2
210,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,2,3,3,3,2,4,,1,1,1,1
211,4,4,3,4,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,,2,2,3,1,3
212,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,,3,1,1,1,1
213,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,3,1,3,2,2,3,1,2
214,4,3,4,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,2,3,2,2,2,2,3,2,2,3,2,3,2,4,1,1,1
215,2,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,1,1,2,3,3,4,1,1,2
216,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,,3,3,4,1,1,2
217,3,3,3,2,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,2,3,3,3,3,3,2,1,4,4,1,,1,1
218,3,2,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,3,3,2,2,2,1,2,3,3,4,3,1,1
219,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,3,3,3,3,3,2,2,3,3,1,1,1,1
220,2,3,2,3,3,2,4,4,4,3,3,3,3,3,3,2,3,3,3,2,4,4,2,2,2,2,2,2,1,2,4,3,1,1,1,1
221,3,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,4,4,2,2,2,2,2,2,3,2,3,2,1,,1,2
222,2,3,3,2,2,3,3,3,3,3,2,3,3,2,3,3,2,3,4,4,3,3,3,2,3,3,3,2,1,2,4,4,2,3,1,1
223,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,1,3
224,2,3,3,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,3,2,3,2,4,2,1,2
225,3,4,3,2,2,2,3,3,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,3,1,3,2,4,4,2,3,2,4,1,1,3
226,1,1,1,1,1,1,3,2,3,3,3,2,4,4,4,4,4,4,3,2,2,2,2,4,4,4,3,3,1,2,4,5,1,2,1,2
227,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,1,1,4,2,4,4,1,4
228,2,2,2,2,2,2,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,4,4,3,3,2,3,3,2,2,3,3,4,1,1,2
229,3,3,4,2,1,2,3,3,3,3,4,2,4,,3,3,,2,2,4,4,5,4,4,3,3,3,1,1,2,4,3,1,1,1,1
230,3,3,3,3,2,2,4,3,3,4,3,2,3,3,4,3,3,2,5,2,4,2,2,2,2,2,3,3,2,2,3,3,2,3,1,1
231,1,1,2,2,1,3,4,3,4,4,3,3,3,4,4,3,3,3,4,4,4,3,4,3,4,3,4,4,3,2,3,3,1,1,1,4
232,2,2,2,2,2,2,3,3,3,3,3,3,4,4,3,3,3,4,3,4,4,3,4,3,3,5,5,5,3,2,,3,1,1,1,4
233,3,3,3,3,3,3,3,3,3,4,4,4,3,2,4,1,3,3,3,3,3,3,2,3,3,3,3,3,4,1,2,2,4,1,1,1
234,4,4,4,4,4,4,2,2,3,3,2,2,2,2,2,3,2,2,4,2,2,4,2,2,2,2,2,2,3,1,4,2,1,1,1,2
235,2,2,4,4,4,4,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,4,2,2,2,2,2,2,3,1,4,1,1,1,1,2
236,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,3,1,4,1,1,1,1,2
237,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,1,4,2,1,1,1,2
238,1,5,3,4,2,2,2,1,3,1,2,1,,,,,,,3,1,1,1,2,1,3,1,1,3,1,2,3,2,5,1,1,3
239,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,3,1,4,1,1,1,1,2
240,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,2,1,1,1,2
241,2,2,2,3,3,3,4,3,3,3,3,3,4,4,5,4,5,5,5,4,5,5,4,4,4,5,4,4,2,2,4,3,1,1,1,2
242,3,2,3,2,3,3,4,4,3,3,3,3,3,3,3,4,3,5,5,3,3,2,1,3,2,3,3,4,1,2,3,2,3,4,1,2
243,2,3,2,2,2,2,3,4,5,3,3,4,4,5,5,4,5,5,5,4,5,5,4,4,4,5,5,5,3,2,4,4,2,2,1,4
244,1,2,2,1,2,2,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,2,2,2,2,2,2,1,2,4,3,4,1,1,1
245,1,1,1,2,1,1,4,4,5,3,3,5,3,3,1,3,3,5,5,4,5,5,3,4,4,5,5,4,3,2,4,4,1,3,1,3
246,2,2,3,2,2,3,3,3,2,3,3,1,3,3,3,3,3,4,4,3,3,2,1,3,4,4,3,4,3,2,5,3,1,2,1,3
247,3,2,2,2,2,3,2,3,3,4,3,2,3,3,3,3,3,3,4,3,3,2,3,3,3,2,2,3,2,2,4,1,4,1,1,3
248,3,4,4,4,5,3,3,3,2,2,2,1,2,1,1,1,3,1,1,2,2,1,1,2,2,2,2,2,4,2,3,1,2,4,1,1
249,4,3,3,5,4,3,3,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,3,1,4,4,1,3
250,1,1,1,2,2,2,4,5,4,4,4,4,4,4,5,4,3,4,5,3,5,5,2,4,3,4,4,4,3,2,4,4,2,1,1,3
251,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,1,2,3,4,1,1,1,1
252,3,3,4,4,4,4,3,3,2,2,3,3,2,2,2,3,3,3,3,4,4,3,4,2,2,2,2,2,3,1,4,2,1,1,1,2
253,4,4,4,4,3,4,3,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,3,1,4,2,1,1,1,2
254,4,4,4,4,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,,3,1,3,1,1,1,1,2
255,3,3,3,2,2,4,3,3,3,2,2,3,2,2,3,3,3,2,4,4,2,2,3,2,2,3,2,3,2,1,3,2,1,3,1,2
256,3,3,3,2,2,3,3,3,4,3,3,4,2,2,3,3,3,3,2,2,2,2,2,3,3,3,2,2,3,1,3,2,1,3,1,2
257,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,3,3,1,3,2,1,2,1,2
258,4,4,4,3,3,4,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,3,4,1,3
259,4,4,4,4,4,3,2,2,3,3,2,3,2,2,2,2,2,1,2,2,2,2,2,3,3,3,2,2,4,1,3,1,1,4,1,3
260,3,4,3,3,4,4,3,3,4,4,3,3,3,2,2,4,3,4,4,4,4,4,4,,,,,,4,1,3,1,1,4,1,3
262,2,2,2,2,2,3,4,4,4,4,3,4,2,3,2,3,2,2,2,2,2,3,3,2,3,3,3,3,1,1,4,1,5,1,2,
264,1,1,1,,4,5,4,3,4,,3,5,5,4,4,3,2,3,1,1,1,1,1,3,3,3,4,3,2,2,3,3,1,1,2,
265,1,1,1,1,1,1,2,3,3,3,2,3,2,3,2,1,2,2,3,2,2,2,3,2,2,3,4,4,3,1,2,2,1,1,1,3
266,3,3,,2,2,2,4,4,4,3,3,4,2,3,2,3,2,2,2,2,4,4,3,3,3,3,3,3,4,1,3,2,1,1,1,4
267,2,3,3,2,2,1,4,3,3,2,3,2,3,3,3,2,2,2,3,2,2,2,3,3,2,2,2,3,3,1,3,3,1,1,1,4
269,3,2,3,2,2,3,3,4,4,4,4,4,3,3,3,4,3,4,4,3,4,4,4,3,4,4,4,4,1,1,4,4,1,1,1,4
270,3,2,1,2,3,1,4,3,4,4,3,2,3,3,3,3,4,4,4,1,4,5,3,4,4,5,4,4,3,1,3,3,1,1,1,4
272,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3,4,4,4,4,4,3,1,5,3,1,1,1,1
274,1,2,2,1,1,3,3,3,3,3,3,3,3,4,3,,,,4,1,1,1,1,4,4,4,3,4,3,1,1,2,1,1,1,3
275,2,2,2,2,2,3,4,3,4,4,3,3,4,4,4,4,3,3,2,3,2,3,3,3,3,3,3,3,3,1,4,4,1,1,1,4
276,1,1,1,1,1,2,5,4,4,3,3,3,2,1,2,3,1,3,5,2,4,4,3,3,3,3,3,3,2,1,3,1,1,1,1,4
279,1,3,4,2,,3,3,2,3,4,3,3,2,2,1,4,2,2,1,2,2,2,2,2,3,2,2,2,3,1,3,1,1,1,1,4
280,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,3,,,,,
282,1,1,1,1,1,2,3,3,3,4,4,4,2,2,,3,2,3,2,2,4,3,2,2,3,5,5,5,1,1,3,4,5,1,1,2
283,3,2,2,2,3,3,4,4,4,3,4,3,3,3,4,3,3,3,3,2,3,2,4,3,3,4,3,3,2,1,,4,1,1,1,4
284,4,5,3,1,2,4,4,4,3,3,4,3,1,2,2,4,1,1,3,1,4,4,4,2,2,2,1,1,1,1,3,3,1,1,1,1
285,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,4,2,3,2,3,2,2,1,2,1,1,3,2,1,1,1,1
286,1,2,1,1,1,3,3,3,2,3,3,2,3,3,4,3,4,5,2,1,4,3,5,4,4,4,3,5,1,1,4,5,1,1,1,1
287,2,1,3,,2,,,2,,4,,2,,1,,1,1,2,2,2,,1,3,3,2,3,2,1,,,,,,,,
288,1,3,3,2,3,3,3,3,3,4,3,3,2,2,2,3,2,2,1,2,4,2,3,3,3,3,3,3,2,1,3,2,1,1,1,4
289,3,4,4,4,3,4,3,3,3,2,3,2,3,2,3,3,4,2,2,2,3,3,2,3,3,2,3,3,1,1,3,3,1,1,1,1
290,3,3,3,3,3,3,4,2,4,3,2,2,2,2,2,2,1,4,2,4,3,2,2,2,2,2,3,3,1,1,3,4,1,1,1,1
291,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,3,4,3,3,3,1,1,3,5,1,1,1,4
292,2,2,2,1,2,3,3,3,5,3,3,3,3,4,4,3,4,3,4,2,2,3,4,2,2,3,3,4,4,1,3,2,1,1,1,1
293,2,3,1,1,2,3,4,4,4,4,3,2,3,3,3,4,4,3,2,2,4,4,4,4,3,4,3,3,3,1,4,4,1,1,1,4
294,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,4,3,3,2,2,2,4,2,2,4,4,3,1,1,4,4,1,1,1,1
295,2,3,,,2,3,4,,4,5,3,4,3,3,3,3,2,3,1,3,2,2,4,4,2,3,3,4,3,1,2,2,1,1,1,3
296,2,3,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,2,3,2,2,2,2,,,,,,,,,,,,,
297,2,3,2,2,2,3,4,3,4,4,3,4,4,4,4,4,3,3,3,2,3,2,4,4,4,4,3,4,2,1,2,3,1,1,1,4
298,1,1,1,1,1,1,5,5,5,5,5,3,4,4,4,4,4,4,4,3,3,3,3,4,4,5,4,4,2,1,4,5,1,1,1,4
299,1,2,1,1,2,1,4,3,3,2,2,2,4,3,4,3,3,3,3,2,3,2,3,2,3,3,3,3,1,1,3,5,1,1,1,4
300,4,4,4,4,4,4,2,1,2,2,1,1,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,5,2,4,4,1,3
301,2,3,2,1,3,4,4,4,2,3,3,4,2,3,3,2,3,3,2,2,3,4,4,2,2,2,3,3,3,1,3,4,1,1,1,4
302,2,2,2,2,4,2,4,4,4,4,4,2,2,2,3,3,2,3,2,2,3,2,2,3,3,3,2,3,2,1,3,2,1,1,1,1
303,1,3,1,3,1,1,5,5,3,3,3,3,2,,2,2,4,2,3,4,4,2,4,2,2,2,2,2,3,1,3,2,1,1,1,1
304,1,1,1,1,2,,4,3,4,3,3,2,3,3,4,3,4,3,1,1,3,4,2,3,4,4,3,5,2,1,1,3,1,1,1,1
305,2,4,4,4,2,5,2,2,4,4,2,2,5,4,4,2,1,1,4,2,2,2,2,2,2,2,2,2,3,1,3,2,1,1,2,
306,4,4,4,,2,4,,4,,4,4,3,4,4,4,4,4,4,2,2,2,2,4,,,,,,,,,,,,,
307,2,2,1,2,3,3,3,4,3,3,3,5,3,2,3,2,2,3,2,2,4,4,2,3,3,3,3,4,4,1,2,3,1,1,2,
309,4,3,4,3,2,3,2,2,2,3,2,2,1,3,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,4,2,1,1,1,2
310,2,1,2,1,2,3,4,4,4,4,4,3,4,4,4,4,4,3,2,3,3,3,4,4,4,4,4,4,2,1,4,5,1,1,1,1
312,3,2,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,1,1,4,3,1,4,1,1
313,3,4,4,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,4,3,3,4,2,2,2,2,2,2,1,1,3,2,1,2,2,
314,3,4,4,3,2,3,2,2,3,4,4,2,3,2,3,3,2,3,3,2,4,4,3,4,4,4,4,4,1,1,5,4,1,4,1,1
315,2,2,2,2,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,1,1,4,5,1,2,1,1
316,3,4,4,3,2,3,2,3,4,3,3,2,4,4,4,4,4,4,5,3,4,4,4,4,4,3,3,3,2,1,5,5,1,1,1,1
317,1,1,1,1,2,1,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,3,3,4,1,2,4,2,1,3,1,1
318,4,4,4,4,4,4,3,3,2,2,3,2,3,2,2,2,2,2,3,4,4,4,3,2,3,3,3,4,1,1,3,3,1,3,1,1
319,1,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,1,1,4,3,1,4,1,4
320,2,3,2,2,2,2,5,4,4,3,4,4,2,4,4,3,4,3,5,3,4,4,2,3,3,3,3,3,,1,3,5,1,1,1,1
321,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,1,1,5,5,1,4,1,4
322,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,5,5,5,5,5,2,2,2,2,2,1,1,4,4,1,4,1,1
323,2,4,3,2,2,2,3,3,3,4,3,2,4,4,4,3,4,4,3,3,3,2,2,3,3,3,3,3,1,1,4,5,1,1,1,1
324,4,2,5,4,4,5,1,1,1,1,1,1,1,1,2,1,1,1,4,1,2,3,1,4,1,1,1,1,,,,,,,,
325,1,3,2,2,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,1,2,4,5,1,2,1,4
326,1,2,3,1,2,4,3,2,3,2,4,3,3,4,3,3,4,3,4,2,4,2,2,3,3,3,4,4,2,1,4,5,1,1,1,
327,2,3,2,3,2,3,4,3,3,4,3,3,2,3,2,3,2,2,4,2,2,2,2,2,2,2,2,2,1,1,4,4,1,4,1,4
328,2,2,2,2,2,2,4,4,4,4,3,3,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,1,2,4,5,1,3,2,
329,1,2,2,1,3,5,4,4,4,4,4,4,3,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,1,1,4,5,1,3,1,4
330,1,2,2,2,2,2,4,4,4,4,4,4,1,2,2,2,1,1,4,4,4,4,4,2,2,1,2,2,1,1,3,3,5,4,1,1
331,4,3,3,4,3,2,4,4,3,4,3,3,2,3,4,3,3,2,4,3,3,2,2,2,3,2,3,3,1,1,4,3,1,1,1,1
332,1,1,1,1,1,1,3,3,4,4,3,4,2,3,3,3,2,3,1,2,3,2,2,3,3,4,4,3,4,1,4,3,1,1,2,
333,1,1,3,3,1,3,3,2,3,3,2,2,2,2,4,4,4,3,1,1,4,,4,2,4,3,3,3,2,2,5,5,1,1,1,1
334,3,3,3,3,2,3,2,2,3,3,2,2,2,4,2,2,3,3,4,2,4,2,4,2,2,2,2,3,4,1,3,2,1,1,2,
337,1,1,1,1,1,1,4,4,4,5,4,4,4,4,4,4,3,3,1,1,1,1,5,4,3,4,3,4,3,1,2,2,1,1,1,4
338,3,4,4,4,4,4,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,4,3,1,2,4
339,1,1,1,1,1,2,5,5,5,5,5,1,4,5,3,5,5,3,2,4,2,2,5,4,4,4,3,4,2,1,3,4,1,1,1,
